Date,Open,High,Low,Close
2019-01-02,6728.100098000001,6753.299805,6599.5,6734.200195
2019-01-03,6734.200195,6753.100098000001,6685.100098,6692.700195
2019-01-04,6692.700195,6850.399901999999,6692.5,6837.399901999999
2019-01-07,6837.399901999999,6874.100098000001,6778.0,6810.899901999999
2019-01-08,6810.899901999999,6901.5,6804.899901999999,6861.600098000001
2019-01-09,6861.600098000001,6938.299805,6861.600098000001,6906.600098000001
2019-01-10,6906.600098000001,6948.200195,6860.799805,6942.899901999999
2019-01-11,6942.899901999999,7001.899901999999,6902.700195,6918.200195
2019-01-14,6918.200195,6918.200195,6841.700195,6855.0
2019-01-15,6855.0,6910.5,6849.600098000001,6895.0
2019-01-16,6895.0,6912.399901999999,6848.600098000001,6862.700195
2019-01-17,6862.700195,6862.700195,6799.0,6834.899901999999
2019-01-18,6834.899901999999,6984.399901999999,6834.899901999999,6968.299805
2019-01-21,6968.299805,6987.899901999999,6954.5,6970.600098000001
2019-01-22,6970.600098000001,6970.600098000001,6880.700195,6901.399901999999
2019-01-23,6901.399901999999,6901.600098000001,6834.299805,6842.899901999999
2019-01-24,6842.899901999999,6854.600098000001,6802.0,6819.0
2019-01-25,6819.0,6858.200195,6806.799805,6809.200195
2019-01-28,6809.200195,6812.5,6734.0,6747.100098000001
2019-01-29,6747.100098000001,6860.299805,6747.100098000001,6833.899901999999
2019-01-30,6833.899901999999,6967.700195,6833.899901999999,6941.600098000001
2019-01-31,6941.600098000001,6994.899901999999,6941.100098000001,6968.899901999999
2019-02-01,6968.899901999999,7024.5,6968.899901999999,7020.200195
2019-02-04,7020.200195,7046.600098000001,7002.399901999999,7034.100098000001
2019-02-05,7034.100098000001,7180.700195,7033.600098000001,7177.399901999999
2019-02-06,7177.399901999999,7184.200195,7146.700195,7173.100098000001
2019-02-07,7173.100098000001,7187.5,7093.600098000001,7093.600098000001
2019-02-08,7093.600098000001,7115.799805,7064.899901999999,7071.200195
2019-02-11,7071.200195,7149.200195,7071.200195,7129.100098000001
2019-02-12,7129.100098000001,7168.600098000001,7121.700195,7133.100098000001
2019-02-13,7133.100098000001,7205.100098000001,7133.100098000001,7190.799805
2019-02-14,7190.799805,7232.799805,7183.0,7197.0
2019-02-15,7197.0,7261.600098000001,7185.200195,7236.700195
2019-02-18,7236.700195,7242.100098000001,7209.700195,7219.5
2019-02-19,7219.5,7219.5,7162.799805,7179.200195
2019-02-20,7179.200195,7234.200195,7178.0,7228.600098000001
2019-02-21,7228.600098000001,7228.799805,7141.899901999999,7167.399901999999
2019-02-22,7167.399901999999,7220.5,7162.399901999999,7178.600098000001
2019-02-25,7178.600098000001,7210.700195,7158.200195,7183.700195
2019-02-26,7183.700195,7183.799805,7091.600098000001,7151.100098000001
2019-02-27,7151.100098000001,7151.100098000001,7082.600098000001,7107.200195
2019-02-28,7107.200195,7107.200195,7041.0,7074.700195
2019-03-01,7074.700195,7129.700195,7074.700195,7106.700195
2019-03-04,7106.700195,7166.200195,7106.700195,7134.399901999999
2019-03-05,7134.399901999999,7191.700195,7127.200195,7183.399901999999
2019-03-06,7183.399901999999,7211.799805,7170.299805,7196.0
2019-03-07,7196.0,7196.0,7126.600098000001,7157.600098000001
2019-03-08,7157.600098000001,7157.600098000001,7077.899901999999,7104.299805
2019-03-11,7104.299805,7181.600098000001,7104.299805,7130.600098000001
2019-03-12,7130.600098000001,7166.600098000001,7083.200195,7151.200195
2019-03-13,7151.200195,7181.899901999999,7128.700195,7159.200195
2019-03-14,7159.200195,7215.5,7148.100098000001,7185.399901999999
2019-03-15,7185.399901999999,7243.799805,7185.399901999999,7228.299805
2019-03-18,7228.299805,7299.200195,7228.200195,7299.200195
2019-03-19,7299.200195,7350.100098000001,7294.5,7324.0
2019-03-20,7324.0,7341.600098000001,7291.0,7291.0
2019-03-21,7291.0,7370.600098000001,7290.600098000001,7355.299805
2019-03-22,7355.299805,7356.399901999999,7192.799805,7207.600098000001
2019-03-25,7207.600098000001,7208.100098000001,7146.799805,7177.600098000001
2019-03-26,7177.600098000001,7221.0,7169.399901999999,7196.299805
2019-03-27,7196.299805,7222.600098000001,7160.100098000001,7194.200195
2019-03-28,7194.200195,7265.5,7190.899901999999,7234.299805
2019-03-29,7234.299805,7287.700195,7223.299805,7279.200195
2019-04-01,7279.200195,7352.200195,7279.200195,7317.399901999999
2019-04-02,7317.399901999999,7403.600098000001,7316.799805,7391.100098000001
2019-04-03,7391.100098000001,7418.299805,7380.899901999999,7418.299805
2019-04-04,7418.299805,7418.399901999999,7367.399901999999,7401.899901999999
2019-04-05,7401.899901999999,7461.399901999999,7400.799805,7446.899901999999
2019-04-08,7446.899901999999,7459.899901999999,7420.399901999999,7451.899901999999
2019-04-09,7451.899901999999,7477.600098000001,7413.299805,7425.600098000001
2019-04-10,7425.600098000001,7441.399901999999,7409.399901999999,7421.899901999999
2019-04-11,7421.899901999999,7441.899901999999,7383.5,7418.0
2019-04-12,7418.0,7454.799805,7415.0,7437.100098000001
2019-04-15,7437.100098000001,7447.100098000001,7420.299805,7436.899901999999
2019-04-16,7436.899901999999,7485.899901999999,7436.899901999999,7469.899901999999
2019-04-17,7469.899901999999,7479.0,7445.100098000001,7471.299805
2019-04-18,7471.299805,7475.899901999999,7437.899901999999,7459.899901999999
2019-04-23,7459.899901999999,7528.899901999999,7459.899901999999,7523.100098000001
2019-04-24,7523.100098000001,7523.799805,7456.700195,7471.799805
2019-04-25,7471.799805,7473.299805,7406.0,7434.100098000001
2019-04-26,7434.100098000001,7442.200195,7398.600098000001,7428.200195
